SealID,TOPPID,SatTagManufacturer,SatTagType,SatTagID,SatTagPTT,SatTagQC,SatTagComment,TDR1Manufacturer,TDR1Type,TDR1ID,TDR1Loc,TDR1QC,TDR1Comments,TDR1Manufacturer,TDR2Type,TDR2ID,TDR2Loc,TDR2QC,TDR2Comments,TDR1Manufacturer,TDR3Type,TDR3ID,TDR3Loc,TDR3QC,TDR3Comment,Other1,Other1Loc,Other1Comment,Other2,Other2Loc,Other2Comment,Other3,Other3Loc,Other3Comment
5698,2022008,SMRU,GPS,15623,228995,,,SMRU,GPS,15623,Head,,,,,,,,,,,,,,,,,,,,,,,
VX518,2022009,SMRU,GPS,15631,229003,,,SMRU,GPS,15631,Head,,,,,,,,,,,,,,,,,,,,,,,
WP522,2022010,SMRU,GPS,15626,228998,,,SMRU,GPS,15626,Head,,,,,,,,,,,,,,,,,,,,,,,
6564,2022011,SMRU,GPS,15622,228994,,,SMRU,GPS,15622,Head,,,,,,,,,,,,,,,,,,,,,,,
7038,2022012,SMRU,GPS,15424,210336,,,SMRU,GPS,15424,Head,,,,,,,,,,,,,,,,,,,,,,,
7666,2022013,SMRU,CTDF,15260,201386,,,SMRU,CTDF,15260,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
B702,2022014,SMRU,CTDF,15258,201384,,,SMRU,CTDF,15258,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
B350,2022015,SMRU,CTD,15593,228988,,,SMRU,CTD,15593,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
9888,2022016,SMRU,GPS,15421,210333,,,SMRU,GPS,15421,Head,,,,,,,,,,,,,,,,,,,,,,,
3740,2022017,SMRU,GPS,15425,210337,,,SMRU,GPS,15425,Head,,,,,,,,,,,,,,,,,,,,,,,
5684,2022018,SMRU,GPS,15416,210328,,,SMRU,GPS,15416,Head,,,,,,,,,,,,,,,,,,,,,,,
A254,2022019,SMRU,GPS,15419,210331,,,SMRU,GPS,15419,Head,,,,,,,,,,,,,,,,,,,,,,,
4064,2022020,SMRU,GPS,15422,210334,,,SMRU,GPS,15422,Head,,,,,,,,,,,,,,,,,,,,,,,
9899,2022021,SMRU,GPS,15417,210329,,,SMRU,GPS,15417,Head,,,,,,,,,,,,,,,,,,,,,,,
4448,2022022,SMRU,GPS,15418,210330,,,SMRU,GPS,15418,Head,,,,,,,,,,,,,,,,,,,,,,,
X 1,2022023,SMRU,CTD,15595,228990,,,SMRU,CTD,15595,Head,,,Little Leonardo,Kami,,Jaw,,,,,,,,,,,,,,,,,
6609,2022024,SMRU,GPS,15627,228999,,,SMRU,GPS,15627,Head,,,,,,,,,,,,,,,,,,,,,,,
